地域住民／職員が参加する災害図上訓練（ＤＩＧ）を実施している。,,,,
やること,災害図上訓練（DIG）指導者の手引き,https://www.pref.gifu.lg.jp/kurashi/bosai/bosai-taisaku/11115/dig.data/dig.pdf,災害図上訓練ＤＩＧ(ディグ、Disaster Imagination Game) について知って. もらい、みなさんそれぞれの地域で広めてもらうために作成。,岐阜県
やること,住民による災害想定シミュレーション簡易型図上訓練（ＤＩＧ）マニュアル,https://www.city.hirakata.osaka.jp/cmsfiles/contents/0000003/3825/16938.pdf,DIGとはなにか、目的、進め方など、初心者でもわかりやすいマニュアルです。地域として活用することもできます。,枚方市
事例,図上訓練・広報コース,http://www.dri.ne.jp/training/zujou,図上訓練・広報コースの内容が公開されています。研修事業→特設コース→図上訓練・広報コースから見られます。,人と防災未来センター
学び,災害図上訓練ＤＩＧを用いた地域防災力づくり,https://www.skr.mlit.go.jp/bosai/bosai/chosei/H19digtebiki.pdf,東南海・南海地震を対象として、市町村の防災担当職員や地区の防災指導者等の方々が、どのように東南海・南海地震対策のDIGを実施していくかについて解説しています。,国土交通省四国地方整備局
学び,地域住民協働による災害に強いまちづくり,http://bosai-contest.jp/emap2012group/fbox.php?eid=12021,水害・土砂災害による避難の課題と解決策を考えるために実施した住民対象のDIGを実施した時に使用した説明用の資料です。,国立研究開発法人防災科学技術研究所
