地域／職場が独自に防災計画を作成し、実行している。,,,,
やること,みんなでつくる地区防災計画,http://http//chikubousai.go.jp,共助の中心となる地区レベル（商店街、小学校区、ビル等）での防災計画について、制度、計画の作り方、手続等を説明しています。,内閣府
事例,釜石市松原町防災会の活動事例,http://www.city.kamaishi.iwate.jp/kurasu/bosai_saigai/jishu_bosai/detail/1191008_2237.html,火災のみならず地震、津波、土砂災害時の被害軽減を図ることを目的として、町内会を母体に平成9年に発足しました。,釜石市
