地域の防災訓練に積極的に参加している。,,,,,
やること,イザ！カエルキャラバン！,http://kaeru-caravan.jp/whats,地域の防災訓練プログラムと、おもちゃ交換会「かえっこバザール」を組み合わせた防災イベント。子どもたちが遊びの延長で防災の知識を身につけられる活動です。,Plus Arts,1
学び,防災訓練ステップアップマニュアル,https://www.city.komatsu.lg.jp/kurasi_tetuzuki/17/5/7444.html,防災訓練や取り組みの進め方などが書かれています。,小松市,1
