地域／職場の代表・責任者が不在時に災害が発生しても、十分対応できる体制が整っている。,,,,
やること,「災害予防対策 — 第４項 自発的な防災活動の促進」,http://www.city.motosu.lg.jp/bousai/bousai/bousaiplan/index.data/honpenzentai_H29.pdf,自主防災において、必要な事項・点検など書かれています。平常時からの体制作りも書かれています。,本巣市
学び,自主防災組織の活動について,https://www.pref.saitama.lg.jp/a0401/jishubousai.html,「自分たちの地域は自分たちで守る。」という連帯感に基づき、地域の方々が自発的に初期消火、救出・救護、集団避難、給水・給食などの防災活動を行う団体（組織）の重要性を説明しています。,埼玉県
